transaction_id,amount_usd,merchant_category,card_type,auth_method,channel,device_type,is_foreign_transaction,hours_since_last_txn,txn_count_last_24h,distance_from_home_km,card_age_months,customer_age,account_balance_usd,is_new_merchant,used_vpn,ip_country_mismatch,billing_shipping_mismatch,cvv_retry_count,velocity_score,time_of_day_hour,day_of_week,is_ai_generated_scam_attempt,merchant_risk_score,prior_disputes,is_fraud
14,6.08,Online Retail,Amex,3D Secure,Online,iPhone,FALSE,5.98,6,6.8,56,80,9149.51,TRUE,FALSE,FALSE,FALSE,0,21.9,8,4,FALSE,38.2,0,0
15,21.76,Fuel,Mastercard,Biometric,Online,Android Phone,FALSE,5.94,4,8.18,50,67,1784.27,TRUE,FALSE,FALSE,FALSE,0,17.3,13,6,FALSE,20.5,1,0
16,229.32,Electronics,Amex,PIN,POS,POS Terminal,FALSE,3.39,5,40.71,35,22,7938.88,FALSE,FALSE,FALSE,FALSE,0,15.6,23,4,FALSE,42.5,0,0
17,305.01,Travel,Mastercard,3D Secure,Contactless,Android Phone,FALSE,3.72,4,1.27,42,50,363.07,FALSE,FALSE,FALSE,FALSE,0,22.1,22,1,FALSE,30.6,0,0
18,86.01,Fuel,Visa,3D Secure,POS,ATM Machine,FALSE,2.54,5,28.73,35,56,8721.82,TRUE,FALSE,FALSE,FALSE,0,33.1,11,4,FALSE,17,0,0
19,1055.74,Electronics,Visa,No Authentication,POS,iPhone,FALSE,1.48,5,34.34,53,54,5426.47,FALSE,FALSE,FALSE,FALSE,0,26.7,8,5,FALSE,53.8,0,0
20,47.59,Restaurants,Visa,No Authentication,POS,Windows PC,FALSE,0.68,3,3.07,50,32,1959.87,FALSE,FALSE,FALSE,FALSE,0,16.1,16,3,FALSE,5.3,0,0
21,66.04,Gaming,Mastercard,3D Secure,Online,ATM Machine,FALSE,4.1,2,18.48,56,41,1781.15,FALSE,FALSE,FALSE,FALSE,0,0,17,0,FALSE,47.1,2,0
22,106.72,Fuel,Mastercard,PIN,Contactless,Android Phone,FALSE,9.86,2,4.78,45,58,5382.7,FALSE,FALSE,FALSE,FALSE,0,12.6,20,5,FALSE,26.6,0,0
23,9.23,Restaurants,Mastercard,OTP,ATM,POS Terminal,FALSE,21.48,2,8.85,39,41,6912.96,FALSE,FALSE,FALSE,FALSE,0,9,11,1,FALSE,41.8,0,0
24,57.64,Utilities,Visa,OTP,Online,POS Terminal,FALSE,12.68,2,45.2,45,24,1403.83,TRUE,FALSE,TRUE,FALSE,0,3.7,15,4,FALSE,39.7,0,0
25,251.32,Crypto Exchange,Mastercard,3D Secure,Contactless,Windows PC,FALSE,11.22,4,16.1,38,70,2008.91,FALSE,FALSE,FALSE,FALSE,0,13.8,7,6,FALSE,100,1,0
26,85.59,Online Retail,Visa,OTP,Online,iPhone,FALSE,5.23,2,27.54,42,41,1974.58,FALSE,TRUE,FALSE,FALSE,0,14.5,1,6,FALSE,30.7,0,0
27,5.16,Gaming,Visa,PIN,Online,Smart Watch,FALSE,0.74,4,75.64,48,38,25182.93,FALSE,FALSE,FALSE,FALSE,0,41.2,16,6,FALSE,28.5,0,0
28,136.05,Healthcare,Mastercard,3D Secure,Online,Android Phone,FALSE,38.01,3,13.34,54,60,333.32,TRUE,TRUE,FALSE,FALSE,1,8.5,10,4,FALSE,48.1,1,0
29,27.91,Healthcare,Mastercard,PIN,Contactless,POS Terminal,FALSE,8.13,1,60.87,50,44,3269.57,FALSE,FALSE,FALSE,FALSE,0,17.8,4,6,FALSE,33.4,0,0
30,191.11,Groceries,Visa,3D Secure,In-App,iPhone,FALSE,7.8,2,16.96,37,52,5551.57,FALSE,FALSE,TRUE,FALSE,0,22.2,15,4,FALSE,30.4,1,0
31,201.95,Online Retail,Visa,No Authentication,Online,Android Phone,FALSE,4.86,5,52.28,46,63,2465.86,FALSE,FALSE,TRUE,FALSE,0,27.6,15,0,FALSE,15,0,0
32,22.47,Online Retail,RuPay,OTP,POS,Mac,FALSE,3.14,2,17.2,55,70,3732.72,FALSE,FALSE,FALSE,FALSE,0,14.3,11,5,FALSE,56.3,0,0
33,87.68,Groceries,Amex,OTP,Online,Android Phone,FALSE,0.93,2,26.66,50,18,1437.28,TRUE,FALSE,FALSE,FALSE,0,16.3,6,2,FALSE,26.9,1,0
34,295.9,Electronics,Mastercard,OTP,POS,iPhone,FALSE,17.57,2,26.36,62,43,886.5,FALSE,FALSE,FALSE,FALSE,1,8.1,10,2,FALSE,57.9,0,0
35,188.74,Online Retail,Visa,3D Secure,Online,Mac,FALSE,18.7,4,45.73,47,65,7788.28,FALSE,FALSE,FALSE,FALSE,0,33.8,14,6,FALSE,23.3,0,0
36,34.39,Fuel,RuPay,Biometric,Contactless,Android Phone,FALSE,11,2,50.37,43,73,1362.91,FALSE,FALSE,FALSE,FALSE,0,16.4,10,4,FALSE,32.1,0,0
37,48.63,Groceries,Mastercard,OTP,POS,iPhone,FALSE,9.5,3,27.77,37,75,1653.57,TRUE,FALSE,FALSE,FALSE,0,15.8,9,2,FALSE,16.3,0,0
38,40.32,Gaming,Mastercard,OTP,In-App,Windows PC,FALSE,3.72,1,9.7,47,56,11433.99,TRUE,FALSE,FALSE,FALSE,0,10.6,16,5,FALSE,47.5,0,0
39,37.79,Restaurants,RuPay,OTP,Contactless,Windows PC,FALSE,0.74,5,12.8,46,51,875.88,FALSE,FALSE,FALSE,FALSE,0,52.2,11,3,FALSE,44.3,0,0
40,15.98,Streaming,Visa,Biometric,POS,Android Phone,TRUE,0.66,2,38.32,51,45,408.8,FALSE,FALSE,FALSE,FALSE,0,17.1,11,3,FALSE,28.5,0,0
41,19.92,Utilities,Mastercard,Biometric,POS,Windows PC,FALSE,3.34,3,14.68,59,53,9377.78,TRUE,FALSE,FALSE,FALSE,0,30.1,17,3,FALSE,28.3,1,0
42,138.01,Utilities,Visa,OTP,POS,Android Phone,FALSE,34.81,1,11.1,57,77,839.48,TRUE,FALSE,FALSE,FALSE,1,0,3,1,FALSE,17.7,0,0
43,13.39,Gift Cards,Visa,Biometric,Contactless,POS Terminal,FALSE,1.37,7,2.15,51,72,330.99,FALSE,FALSE,FALSE,FALSE,0,33.5,18,1,FALSE,100,0,0
44,43.63,Online Retail,Mastercard,No Authentication,Online,POS Terminal,FALSE,9.71,3,4.52,61,39,14776.49,FALSE,FALSE,FALSE,FALSE,0,13.1,10,3,FALSE,17.9,1,0
45,137.02,Electronics,Visa,OTP,Online,Tablet,FALSE,0.39,6,0.38,41,70,2676.61,TRUE,FALSE,FALSE,FALSE,0,43.4,9,4,FALSE,48,0,0
46,16.14,Streaming,Mastercard,OTP,POS,POS Terminal,FALSE,11,3,33.25,48,59,336.99,TRUE,FALSE,FALSE,FALSE,0,20.4,1,5,FALSE,22.5,0,0
47,2.65,Streaming,Mastercard,PIN,ATM,iPhone,FALSE,42.96,2,6.74,53,31,1788.58,FALSE,FALSE,FALSE,FALSE,0,16.3,16,5,FALSE,19.7,0,0
48,151.14,Restaurants,Visa,OTP,Online,Android Phone,FALSE,8.67,4,28.97,37,67,788.84,FALSE,FALSE,FALSE,FALSE,0,16.6,0,3,FALSE,31.5,0,0
49,16.97,Restaurants,Mastercard,No Authentication,In-App,Android Phone,FALSE,8.63,6,94.27,44,57,373.03,FALSE,FALSE,FALSE,FALSE,0,48.7,14,3,FALSE,22.9,2,0
50,59.53,Utilities,Mastercard,PIN,Online,iPhone,FALSE,8.78,2,75.73,52,67,565.75,FALSE,FALSE,FALSE,FALSE,0,22.9,3,1,FALSE,36.8,1,0
51,91.5,Electronics,Mastercard,3D Secure,ATM,Android Phone,FALSE,3.33,7,16.01,52,78,1658.5,FALSE,FALSE,FALSE,FALSE,0,41.8,12,3,FALSE,44.9,1,0
52,60.93,Groceries,Visa,No Authentication,In-App,POS Terminal,FALSE,3.9,3,21.91,42,75,11119.01,TRUE,FALSE,FALSE,FALSE,1,14.7,4,3,FALSE,35.8,0,0
53,55.33,Groceries,Mastercard,3D Secure,POS,iPhone,FALSE,32.61,4,6.51,41,36,5403.65,TRUE,FALSE,FALSE,FALSE,2,18,13,2,FALSE,17.2,0,0
54,225.01,Groceries,Mastercard,3D Secure,ATM,Tablet,FALSE,13.91,4,35.61,52,75,2010.91,FALSE,FALSE,FALSE,TRUE,0,26.7,11,1,FALSE,46,0,0
55,120.75,Electronics,Mastercard,PIN,Online,Windows PC,FALSE,8.18,2,62.81,56,68,1495.08,FALSE,FALSE,FALSE,FALSE,0,9.2,22,5,FALSE,80.5,0,0
56,13.71,Gaming,Mastercard,No Authentication,In-App,POS Terminal,FALSE,2.19,0,33.83,41,43,2926.2,FALSE,FALSE,FALSE,FALSE,0,0,20,5,FALSE,55.1,0,0
57,29.67,Groceries,Mastercard,3D Secure,Online,Android Phone,FALSE,2.58,5,9.21,48,48,1451.52,TRUE,FALSE,FALSE,FALSE,0,19.9,7,4,FALSE,30.9,0,0
58,4.01,Groceries,Visa,Biometric,Online,iPhone,FALSE,17.83,2,23.61,45,54,1502.5,FALSE,FALSE,FALSE,FALSE,0,7.8,16,3,FALSE,47.4,0,0
59,92.3,Electronics,Visa,3D Secure,Contactless,iPhone,FALSE,11.88,7,10,42,24,1511.28,FALSE,FALSE,FALSE,FALSE,0,43.3,19,5,FALSE,65.2,0,0
60,78.63,Healthcare,Amex,OTP,Online,Android Phone,FALSE,0.78,3,12.51,46,40,347.46,TRUE,FALSE,FALSE,FALSE,1,21.4,4,3,FALSE,44.4,2,0
61,95.27,Gaming,Mastercard,3D Secure,Online,Windows PC,FALSE,10.76,3,12.35,48,21,1654.1,FALSE,FALSE,FALSE,FALSE,1,21.5,8,1,FALSE,51.6,0,0
62,45.09,Groceries,Visa,PIN,Online,Windows PC,FALSE,1.55,3,13.65,49,47,2927.43,FALSE,FALSE,FALSE,FALSE,0,15.6,9,3,FALSE,21.2,0,0
63,3.43,Streaming,Mastercard,No Authentication,ATM,Tablet,FALSE,14.66,1,33.08,53,25,2222.77,FALSE,FALSE,FALSE,FALSE,0,11.9,15,6,FALSE,31.2,0,0
64,2396.82,Crypto Exchange,Visa,OTP,ATM,Mac,FALSE,5.37,3,15.8,46,23,2611.03,TRUE,FALSE,FALSE,FALSE,1,11.3,5,5,FALSE,92,0,1
65,135.46,Groceries,RuPay,3D Secure,ATM,iPhone,FALSE,0.78,3,7.06,41,43,213.06,FALSE,FALSE,FALSE,FALSE,0,17.7,16,6,FALSE,41.7,0,0
66,73.77,Online Retail,Discover,Biometric,POS,Smart Watch,FALSE,6.3,5,4.65,46,46,2566.73,FALSE,FALSE,TRUE,FALSE,0,26,14,3,FALSE,34,1,0
67,107.53,Healthcare,Visa,3D Secure,ATM,Android Phone,FALSE,3.62,3,0.07,48,68,707.51,FALSE,TRUE,FALSE,FALSE,0,20.2,4,6,FALSE,58.5,0,0
68,12.71,Utilities,Visa,3D Secure,In-App,Android Phone,FALSE,15.15,3,41.23,47,27,1995.08,FALSE,FALSE,FALSE,FALSE,0,4.7,19,6,FALSE,18.3,0,0
69,42.68,Online Retail,Mastercard,OTP,Online,POS Terminal,FALSE,1.72,4,30.68,44,54,2269.14,FALSE,FALSE,FALSE,FALSE,0,32.1,0,3,FALSE,22.6,0,0
70,76.3,Crypto Exchange,Visa,3D Secure,In-App,Android Phone,TRUE,8.77,4,10.19,49,35,4932.58,TRUE,FALSE,FALSE,FALSE,0,18.5,20,6,FALSE,83,0,0
71,30.59,Restaurants,Mastercard,Biometric,Online,Mac,FALSE,3.02,4,8.04,55,30,2645.36,FALSE,FALSE,FALSE,FALSE,3,17.1,7,3,FALSE,37.3,1,0
72,161.52,Crypto Exchange,Visa,PIN,ATM,POS Terminal,FALSE,0.92,4,8.05,68,61,1569.02,FALSE,FALSE,FALSE,FALSE,0,41.2,21,6,FALSE,74.1,0,0
73,102.95,Crypto Exchange,Amex,3D Secure,Online,Android Phone,FALSE,8.63,3,20.81,48,48,4294.61,FALSE,FALSE,FALSE,FALSE,0,7.5,15,2,FALSE,86.4,0,0
74,106,Utilities,Discover,No Authentication,POS,iPhone,FALSE,5.49,2,17.76,57,78,3470.51,TRUE,TRUE,FALSE,FALSE,1,19.2,10,0,FALSE,35.7,1,0
75,21.23,Fuel,RuPay,Biometric,Online,Android Phone,FALSE,3.39,2,38.78,43,74,593.62,FALSE,FALSE,FALSE,FALSE,0,10.2,4,5,FALSE,0,0,0
76,855.46,Travel,Mastercard,3D Secure,Online,Mac,FALSE,1.02,3,12.89,40,56,9550.83,FALSE,FALSE,FALSE,FALSE,0,44.4,2,3,FALSE,43.8,2,0
77,78.11,Online Retail,Visa,No Authentication,POS,Tablet,FALSE,10.74,3,27.15,47,80,3246.87,FALSE,FALSE,FALSE,FALSE,1,30,2,4,FALSE,15.8,0,0
78,345.22,Groceries,RuPay,3D Secure,Online,Mac,FALSE,1.41,1,41.43,46,68,2188.51,TRUE,FALSE,FALSE,FALSE,0,16.3,17,6,FALSE,38,0,0
79,86.26,Restaurants,Visa,3D Secure,Contactless,Android Phone,FALSE,0.7,4,74.78,56,21,3970.56,FALSE,FALSE,FALSE,FALSE,0,34.3,17,6,FALSE,41.5,0,0
80,381.32,Travel,Visa,3D Secure,In-App,POS Terminal,FALSE,11.19,2,18.39,47,63,1892.41,TRUE,FALSE,FALSE,FALSE,0,19.6,11,0,FALSE,14.7,0,0
81,265.04,Crypto Exchange,Visa,Biometric,Contactless,iPhone,TRUE,23.27,2,5.45,46,77,2204.69,FALSE,FALSE,FALSE,FALSE,0,17.5,19,1,FALSE,84.9,0,0
82,275.29,Electronics,Mastercard,3D Secure,Online,Tablet,FALSE,2.84,4,31.47,56,80,733.08,FALSE,FALSE,FALSE,FALSE,0,19.9,4,6,FALSE,74.1,3,0
83,52.33,Online Retail,Mastercard,PIN,Contactless,Windows PC,FALSE,10.06,5,36.31,43,44,1675.75,TRUE,FALSE,FALSE,FALSE,0,29.2,13,4,FALSE,46.4,0,0
84,13.57,Online Retail,Visa,PIN,POS,Android Phone,FALSE,1.3,3,11.88,56,55,5071.81,FALSE,FALSE,FALSE,FALSE,1,23.1,19,0,FALSE,29.6,0,0
85,44.24,Restaurants,Visa,No Authentication,ATM,Tablet,FALSE,4.48,2,7.23,44,34,1329.28,FALSE,FALSE,FALSE,FALSE,0,17,3,1,FALSE,11.6,0,0
86,37.89,Restaurants,Mastercard,PIN,POS,POS Terminal,FALSE,6.88,5,6.63,33,29,892.98,FALSE,FALSE,FALSE,FALSE,1,25.3,1,2,FALSE,37.7,0,0
87,47.09,Electronics,Mastercard,Biometric,Online,POS Terminal,FALSE,23.06,4,19.19,52,71,3079.87,FALSE,FALSE,FALSE,FALSE,0,18,17,4,FALSE,39.9,0,0
88,23.78,Online Retail,Mastercard,3D Secure,Online,Windows PC,FALSE,0.47,3,44,37,51,2377.57,FALSE,FALSE,FALSE,FALSE,1,45.6,23,6,TRUE,28,0,0
89,30.3,Streaming,Mastercard,3D Secure,POS,iPhone,FALSE,5.6,2,10.35,43,22,3017.34,FALSE,FALSE,FALSE,FALSE,1,0.4,21,5,FALSE,36.3,0,0
90,86,Groceries,RuPay,Biometric,POS,Android Phone,TRUE,6.08,6,50.04,46,56,4507.57,FALSE,FALSE,FALSE,FALSE,0,30.1,21,3,FALSE,21,0,0
91,134.57,Gift Cards,RuPay,3D Secure,POS,iPhone,FALSE,18.73,7,7.4,38,25,2202.5,FALSE,FALSE,FALSE,FALSE,0,26.9,14,4,FALSE,77.3,0,0
92,13.69,Utilities,Visa,No Authentication,In-App,POS Terminal,FALSE,7.34,2,109.7,46,19,2799.4,FALSE,FALSE,FALSE,FALSE,1,14.5,21,1,FALSE,13.6,0,0
93,6.41,Gaming,RuPay,Biometric,POS,Android Phone,FALSE,4.9,0,0.43,43,80,635.23,FALSE,FALSE,FALSE,FALSE,1,7.6,14,5,FALSE,67.2,0,0
94,7.52,Fuel,Amex,Biometric,Online,Android Phone,FALSE,10.25,3,1.4,47,69,953.74,FALSE,FALSE,FALSE,FALSE,0,18.1,13,4,FALSE,41.6,0,0
95,69.2,Travel,Mastercard,PIN,POS,Android Phone,FALSE,27.99,3,23.08,45,38,2246.11,FALSE,FALSE,FALSE,FALSE,0,14.2,9,3,FALSE,25.8,0,0
96,205.73,Online Retail,Mastercard,PIN,Contactless,Tablet,FALSE,5.95,1,14.59,46,44,177.32,FALSE,FALSE,FALSE,FALSE,0,0,15,1,FALSE,14.5,1,0
97,71.63,Fuel,Mastercard,3D Secure,Online,Tablet,FALSE,11.24,4,35.85,48,46,482.57,TRUE,TRUE,FALSE,TRUE,0,30.3,22,1,FALSE,44.5,1,0
98,15.26,Streaming,RuPay,3D Secure,In-App,iPhone,FALSE,7.44,6,8.79,45,28,3901.84,FALSE,FALSE,FALSE,FALSE,0,34.7,0,3,FALSE,38,0,0
99,10.67,Gaming,Visa,OTP,In-App,Android Phone,FALSE,7.19,7,19.22,54,36,8939.89,FALSE,FALSE,FALSE,FALSE,0,34.1,15,1,FALSE,74.4,0,0
100,27.33,Fuel,Mastercard,3D Secure,POS,Android Phone,FALSE,3.96,2,6.8,38,30,258.83,FALSE,FALSE,FALSE,FALSE,0,28.4,15,6,FALSE,15.1,0,0
101,14.53,Groceries,Amex,3D Secure,Online,Mac,FALSE,17.47,2,39.39,51,35,9117.21,FALSE,FALSE,FALSE,FALSE,0,7.1,6,3,FALSE,50,0,0
102,62.07,Fuel,Visa,PIN,ATM,POS Terminal,FALSE,1.78,2,0.22,45,21,6579.5,FALSE,FALSE,FALSE,FALSE,0,13,6,6,FALSE,10.1,0,0
103,238.05,Online Retail,Mastercard,Biometric,Online,Android Phone,FALSE,15.75,4,82.06,52,67,2164.54,FALSE,FALSE,FALSE,FALSE,1,8.6,4,3,FALSE,29.4,1,0
104,34.92,Online Retail,Visa,OTP,Contactless,iPhone,FALSE,0.99,5,36.24,55,48,3093.51,FALSE,FALSE,FALSE,FALSE,1,33,9,4,FALSE,39.8,0,0
105,45.18,Online Retail,Amex,PIN,POS,Tablet,FALSE,7.79,6,14.29,28,79,2610.27,FALSE,FALSE,FALSE,FALSE,0,16.1,5,4,FALSE,37.7,0,0
106,110.12,Electronics,Visa,Biometric,Contactless,POS Terminal,FALSE,20.76,1,4.92,50,42,9001.9,FALSE,FALSE,FALSE,FALSE,0,8.2,14,5,FALSE,55.4,0,0
107,5.69,Fuel,Mastercard,Biometric,ATM,Android Phone,FALSE,9.51,3,34.4,46,36,4228.73,FALSE,FALSE,FALSE,FALSE,1,10.3,15,2,FALSE,36.6,0,0
108,60.07,Online Retail,Amex,3D Secure,Online,POS Terminal,FALSE,6.73,7,32.93,43,19,534.42,FALSE,TRUE,FALSE,FALSE,0,20.7,8,4,FALSE,17.2,0,0
109,47.82,Restaurants,Mastercard,PIN,POS,Android Phone,FALSE,17.81,3,16.57,41,18,2893.69,FALSE,FALSE,FALSE,FALSE,0,18,2,6,FALSE,34.5,1,0
110,31.57,Utilities,Visa,No Authentication,POS,POS Terminal,FALSE,12.84,4,2.71,50,38,3105.53,FALSE,TRUE,FALSE,FALSE,0,23.2,10,2,FALSE,23.3,0,0
111,15.84,Online Retail,Mastercard,3D Secure,Online,iPhone,FALSE,19.1,3,2.12,51,70,3031.77,TRUE,FALSE,FALSE,FALSE,0,32.6,15,1,FALSE,17.7,0,0
112,431.97,Electronics,Visa,3D Secure,Online,POS Terminal,FALSE,3.17,2,10.13,39,31,1157.76,FALSE,FALSE,FALSE,FALSE,0,16.7,0,4,FALSE,24.4,0,0
113,33.22,Online Retail,Mastercard,PIN,In-App,POS Terminal,FALSE,8.39,2,12.59,51,20,6528.16,FALSE,FALSE,FALSE,FALSE,0,4.6,14,3,FALSE,46.1,0,0
114,170,Gift Cards,Visa,Biometric,Online,iPhone,FALSE,7.97,5,15.24,46,60,597.5,FALSE,FALSE,FALSE,TRUE,1,28.9,14,3,FALSE,73.4,0,0
115,211.49,Utilities,Visa,No Authentication,Online,iPhone,FALSE,7.57,4,34.01,40,19,320.76,FALSE,FALSE,FALSE,TRUE,0,25.2,8,5,FALSE,21.9,0,0
116,8.42,Gaming,Visa,No Authentication,POS,Windows PC,FALSE,3.61,6,29.24,47,34,4895.52,FALSE,FALSE,FALSE,FALSE,0,29.2,18,5,FALSE,52.4,0,0
117,21.6,Restaurants,Visa,3D Secure,Contactless,POS Terminal,FALSE,6.73,4,6.16,51,29,4205.33,FALSE,FALSE,FALSE,FALSE,0,34.8,3,3,FALSE,28.9,1,0
118,120.13,Utilities,Mastercard,3D Secure,POS,POS Terminal,FALSE,13.44,4,126.63,28,62,14617.05,TRUE,FALSE,FALSE,FALSE,0,4,7,3,FALSE,33.5,0,0
119,21.06,Online Retail,Visa,No Authentication,Online,Android Phone,FALSE,2.31,3,40.15,42,60,460.75,FALSE,FALSE,FALSE,FALSE,0,24.9,20,0,FALSE,17.2,0,0
120,206.47,Restaurants,Mastercard,PIN,Contactless,Windows PC,FALSE,13,2,10.45,67,33,1832.74,FALSE,FALSE,FALSE,FALSE,1,10.9,9,3,FALSE,32.8,0,0
121,226.21,Electronics,Mastercard,3D Secure,In-App,POS Terminal,TRUE,30.69,7,7.69,44,47,1178.36,FALSE,FALSE,FALSE,FALSE,1,28.4,8,4,FALSE,43.8,1,0
122,341.36,Restaurants,RuPay,3D Secure,POS,iPhone,FALSE,8.64,2,25.38,56,50,5145.03,FALSE,TRUE,FALSE,FALSE,0,11.2,7,0,FALSE,22.7,0,0
123,221.29,Electronics,Visa,No Authentication,Online,Windows PC,FALSE,0.31,1,69.06,46,31,655.79,TRUE,FALSE,FALSE,FALSE,0,8.3,1,3,FALSE,53.1,1,0
124,32.76,Online Retail,Visa,OTP,Contactless,POS Terminal,FALSE,13.66,2,36.31,58,63,589.14,FALSE,FALSE,FALSE,FALSE,2,9.7,11,3,FALSE,35.3,1,0
125,116.49,Healthcare,Visa,3D Secure,POS,Tablet,FALSE,1.62,1,13.08,52,59,2454.91,FALSE,FALSE,FALSE,FALSE,0,20,14,6,FALSE,26.6,0,0
126,44.24,Online Retail,Visa,OTP,Online,Mac,FALSE,6.11,5,17.09,41,53,4162.96,FALSE,FALSE,FALSE,FALSE,0,24.5,12,5,FALSE,20.9,1,0
127,57.68,Restaurants,Mastercard,Biometric,In-App,Android Phone,FALSE,2.98,2,6.75,35,21,475.32,FALSE,FALSE,TRUE,FALSE,1,20.7,7,5,FALSE,25.1,0,0
128,317.44,Restaurants,Amex,OTP,POS,ATM Machine,FALSE,7.7,3,33.14,59,18,1983.89,TRUE,FALSE,FALSE,FALSE,0,20.5,12,2,FALSE,47.6,0,0
129,535.62,Travel,Mastercard,PIN,Contactless,Android Phone,FALSE,12.77,8,6.14,50,60,1045.52,FALSE,FALSE,FALSE,FALSE,0,53,15,4,FALSE,50.9,0,0
130,104.75,Groceries,Mastercard,OTP,Contactless,Android Phone,FALSE,0.91,1,2.02,52,28,7344.92,FALSE,FALSE,FALSE,FALSE,0,15.1,9,6,FALSE,19.4,1,0
131,31.58,Utilities,Discover,PIN,Online,iPhone,TRUE,30.13,4,100.15,52,52,1381.56,FALSE,FALSE,FALSE,FALSE,0,21.3,19,0,FALSE,35.6,0,0
132,124.26,Crypto Exchange,Mastercard,PIN,Contactless,Windows PC,FALSE,6.13,3,9.61,60,36,3581.44,FALSE,FALSE,FALSE,FALSE,0,14.7,2,1,FALSE,80.7,0,0
133,26.72,Online Retail,Mastercard,No Authentication,POS,POS Terminal,FALSE,2.25,7,45.56,47,19,843.17,FALSE,FALSE,FALSE,FALSE,0,21.6,17,4,FALSE,61.3,0,0
134,767.02,Electronics,RuPay,3D Secure,Contactless,Mac,FALSE,4.4,1,29,41,64,1186.46,FALSE,FALSE,FALSE,FALSE,0,10.9,7,4,FALSE,30.4,1,0
135,149.5,Fuel,Visa,3D Secure,Online,ATM Machine,FALSE,17.24,4,12.32,55,22,707.62,FALSE,FALSE,FALSE,FALSE,0,20.9,17,0,FALSE,39.5,0,0
136,81.27,Fuel,Mastercard,PIN,Online,iPhone,TRUE,20.76,4,27.03,39,23,1544.23,FALSE,FALSE,FALSE,FALSE,0,14.1,19,4,FALSE,23.1,1,0
137,272.55,Electronics,Mastercard,Biometric,In-App,POS Terminal,FALSE,3.22,4,82.43,55,74,6990.6,TRUE,FALSE,FALSE,FALSE,0,11.9,14,5,FALSE,62,0,0
138,8.61,Groceries,Amex,No Authentication,Online,POS Terminal,FALSE,1.47,5,14.74,50,49,3767.67,FALSE,FALSE,FALSE,FALSE,0,17.4,17,3,FALSE,18.6,0,0
139,23.34,Electronics,Visa,Biometric,Online,Mac,TRUE,6.96,4,1.45,46,36,2081.3,FALSE,FALSE,FALSE,FALSE,0,17.8,14,3,FALSE,40.9,0,0
140,10.92,Utilities,Mastercard,PIN,Online,POS Terminal,FALSE,2.31,3,5.71,48,31,1427.22,FALSE,FALSE,FALSE,FALSE,0,14,8,1,FALSE,22.1,0,0
